START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,Starting_Date,Time,Start_Hour,Minutes,Round_Trip,Months,WEEKDAYS,Ride_duration
,,Business,Unknown Location,Noorpur Shahan,10.1,NOT,,,,,no,,,
,,Business,Noorpur Shahan,Islamabad,6.2,NOT,,,,,no,,,
,,Business,Islamabad,Islamabad,5.3,NOT,,,,,yes,,,
,,Business,Islamabad,Unknown Location,12.1,NOT,,,,,no,,,
,,Business,Unknown Location,Islamabad,10.8,NOT,,,,,no,,,
,,Business,Islamabad,Islamabad,4.3,NOT,,,,,yes,,,
,,Business,Islamabad,Islamabad,2.5,NOT,,,,,yes,,,
,,Business,Islamabad,Unknown Location,5.7,Temporary Site,,,,,no,,,
,,Business,Unknown Location,Islamabad,2.8,NOT,,,,,no,,,
,,Business,Islamabad,Unknown Location,4.0,NOT,,,,,no,,,
,,Business,Unknown Location,Islamabad,5.5,NOT,,,,,no,,,
,,Business,Islamabad,Islamabad,2.6,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,2.1,NOT,,,,,yes,,,
,,Business,Unknown Location,Islamabad,8.8,NOT,,,,,no,,,
,,Business,Islamabad,Islamabad,4.4,NOT,,,,,yes,,,
,,Business,Islamabad,Unknown Location,5.3,NOT,,,,,no,,,
,,Business,Unknown Location,Unknown Location,13.0,NOT,,,,,yes,,,
2016-09-01 11:51:00,2016-09-01 12:24:00,Business,Unknown Location,Islamabad,13.0,NOT,2016-09-01,12.0,Afternoon,0 days 00:33:00,no,Sep,Thursday,33.0
2016-09-01 17:21:00,2016-09-01 17:36:00,Business,Islamabad,Unknown Location,10.6,NOT,2016-09-01,17.0,Evening,0 days 00:15:00,no,Sep,Thursday,15.0
2016-09-01 18:49:00,2016-09-01 19:08:00,Business,Unknown Location,Unknown Location,2.2,NOT,2016-09-01,19.0,Evening,0 days 00:19:00,yes,Sep,Thursday,19.0
2016-09-02 11:37:00,2016-09-02 12:24:00,Business,Unknown Location,Islamabad,9.2,NOT,2016-09-02,12.0,Afternoon,0 days 00:47:00,no,Sep,Friday,47.0
2016-09-02 18:56:00,2016-09-02 19:37:00,Business,Unknown Location,Unknown Location,12.9,NOT,2016-09-02,19.0,Evening,0 days 00:41:00,yes,Sep,Friday,41.0
2016-09-05 10:25:00,2016-09-05 10:44:00,Business,Unknown Location,R?walpindi,17.2,NOT,2016-09-05,10.0,Morning,0 days 00:19:00,no,Sep,Monday,19.0
2016-09-06 17:49:00,2016-09-06 17:49:00,Business,Unknown Location,Unknown Location,69.1,NOT,2016-09-06,17.0,Evening,0 days 00:00:00,yes,Sep,Tuesday,0.0
2016-09-10 10:28:00,2016-09-10 10:45:00,Business,Unknown Location,Unknown Location,2.8,NOT,2016-09-10,10.0,Morning,0 days 00:17:00,yes,Sep,Saturday,17.0
2016-09-11 09:51:00,2016-09-11 09:55:00,Business,Unknown Location,Unknown Location,8.6,NOT,2016-09-11,9.0,Morning,0 days 00:04:00,yes,Sep,Sunday,4.0
2016-09-11 21:40:00,2016-09-11 21:42:00,Business,Unknown Location,Unknown Location,9.8,NOT,2016-09-11,21.0,Night,0 days 00:02:00,yes,Sep,Sunday,2.0
2016-09-12 08:07:00,2016-09-12 08:12:00,Business,Unknown Location,Unknown Location,3.6,NOT,2016-09-12,8.0,Morning,0 days 00:05:00,yes,Sep,Monday,5.0
2016-09-12 11:15:00,2016-09-12 11:24:00,Business,Unknown Location,Unknown Location,1.7,NOT,2016-09-12,11.0,Afternoon,0 days 00:09:00,yes,Sep,Monday,9.0
2016-09-12 13:04:00,2016-09-12 13:44:00,Business,Unknown Location,Unknown Location,11.5,NOT,2016-09-12,13.0,Afternoon,0 days 00:40:00,yes,Sep,Monday,40.0
,,Business,Unknown Location,Unknown Location,0.7,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,0.7,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,0.9,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,1.6,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,9.4,NOT,,,,,yes,,,
,,Business,R?walpindi,Unknown Location,18.2,NOT,,,,,no,,,
,,Business,Unknown Location,Islamabad,10.5,NOT,,,,,no,,,
,,Business,Islamabad,Unknown Location,5.7,NOT,,,,,no,,,
,,Business,Unknown Location,Unknown Location,18.0,NOT,,,,,yes,,,
,,Business,Unknown Location,Islamabad,18.3,NOT,,,,,no,,,
,,Business,Islamabad,Unknown Location,16.5,NOT,,,,,no,,,
,,Business,Unknown Location,R?walpindi,9.6,NOT,,,,,no,,,
,,Business,Karachi,Karachi,2.9,NOT,,,,,yes,,,
,,Business,Karachi,Unknown Location,8.2,NOT,,,,,no,,,
,,Business,Unknown Location,Unknown Location,2.4,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,5.8,NOT,,,,,yes,,,
,,Business,Lahore,Lahore,9.8,NOT,,,,,yes,,,
,,Business,Lahore,Unknown Location,7.3,NOT,,,,,no,,,
,,Business,Unknown Location,Unknown Location,195.6,NOT,,,,,yes,,,
,,Business,Islamabad,Unknown Location,20.5,NOT,,,,,no,,,
,,Business,Unknown Location,Islamabad,12.6,NOT,,,,,no,,,
,,Business,Islamabad,Islamabad,37.7,NOT,,,,,yes,,,
,,Business,Islamabad,Unknown Location,16.7,NOT,,,,,no,,,
2016-10-03 17:09:00,2016-10-03 17:12:00,Business,Unknown Location,Islamabad,10.5,NOT,2016-10-03,17.0,Evening,0 days 00:03:00,no,Oct,Monday,3.0
2016-10-03 18:17:00,2016-10-03 18:34:00,Business,Islamabad,Islamabad,2.8,NOT,2016-10-03,18.0,Evening,0 days 00:17:00,yes,Oct,Monday,17.0
2016-10-03 18:51:00,2016-10-03 19:01:00,Business,Islamabad,Islamabad,1.6,NOT,2016-10-03,19.0,Evening,0 days 00:10:00,yes,Oct,Monday,10.0
2016-10-03 22:04:00,2016-10-03 22:33:00,Business,Islamabad,Unknown Location,12.7,NOT,2016-10-03,22.0,Night,0 days 00:29:00,no,Oct,Monday,29.0
2016-10-04 09:50:00,2016-10-04 10:52:00,Business,Unknown Location,Unknown Location,28.6,NOT,2016-10-04,10.0,Morning,0 days 01:02:00,yes,Oct,Tuesday,62.0
2016-10-04 12:17:00,2016-10-04 12:18:00,Business,Unknown Location,Unknown Location,15.1,NOT,2016-10-04,12.0,Afternoon,0 days 00:01:00,yes,Oct,Tuesday,1.0
2016-10-06 08:49:00,2016-10-06 11:36:00,Business,Unknown Location,R?walpindi,17.9,NOT,2016-10-06,11.0,Afternoon,0 days 02:47:00,no,Oct,Thursday,167.0
2016-10-06 17:23:00,2016-10-06 17:40:00,Business,R?walpindi,Unknown Location,112.6,NOT,2016-10-06,17.0,Evening,0 days 00:17:00,no,Oct,Thursday,17.0
2016-10-06 18:37:00,2016-10-06 18:39:00,Business,Unknown Location,Unknown Location,18.4,NOT,2016-10-06,18.0,Evening,0 days 00:02:00,yes,Oct,Thursday,2.0
2016-10-06 19:46:00,2016-10-06 20:26:00,Business,Unknown Location,Unknown Location,13.8,NOT,2016-10-06,20.0,Night,0 days 00:40:00,yes,Oct,Thursday,40.0
2016-10-07 10:56:00,2016-10-07 10:59:00,Business,Unknown Location,Lahore,33.2,NOT,2016-10-07,10.0,Morning,0 days 00:03:00,no,Oct,Friday,3.0
2016-10-07 11:27:00,2016-10-07 11:50:00,Business,Lahore,Lahore,2.6,NOT,2016-10-07,11.0,Afternoon,0 days 00:23:00,yes,Oct,Friday,23.0
2016-10-07 13:52:00,2016-10-07 14:08:00,Business,Lahore,Unknown Location,5.8,NOT,2016-10-07,14.0,Afternoon,0 days 00:16:00,no,Oct,Friday,16.0
2016-10-07 14:29:00,2016-10-07 15:11:00,Business,Unknown Location,Lahore,8.3,NOT,2016-10-07,15.0,Afternoon,0 days 00:42:00,no,Oct,Friday,42.0
2016-10-07 15:47:00,2016-10-07 16:02:00,Business,Lahore,Lahore,2.4,NOT,2016-10-07,16.0,Evening,0 days 00:15:00,yes,Oct,Friday,15.0
2016-10-07 18:08:00,2016-10-07 18:27:00,Business,Lahore,Lahore,3.1,NOT,2016-10-07,18.0,Evening,0 days 00:19:00,yes,Oct,Friday,19.0
2016-10-07 18:33:00,2016-10-07 19:01:00,Business,Lahore,Lahore,6.1,NOT,2016-10-07,19.0,Evening,0 days 00:28:00,yes,Oct,Friday,28.0
2016-10-08 15:03:00,2016-10-08 15:03:00,Business,Karachi,Karachi,3.6,NOT,2016-10-08,15.0,Afternoon,0 days 00:00:00,yes,Oct,Saturday,0.0
2016-10-08 18:15:00,2016-10-08 18:18:00,Business,Karachi,Unknown Location,8.0,NOT,2016-10-08,18.0,Evening,0 days 00:03:00,no,Oct,Saturday,3.0
2016-10-09 14:04:00,2016-10-09 14:23:00,Business,Unknown Location,Unknown Location,7.7,Temporary Site,2016-10-09,14.0,Afternoon,0 days 00:19:00,yes,Oct,Sunday,19.0
2016-10-10 17:22:00,2016-10-10 17:28:00,Business,Islamabad,Islamabad,1.7,NOT,2016-10-10,17.0,Evening,0 days 00:06:00,yes,Oct,Monday,6.0
2016-10-10 17:33:00,2016-10-10 18:13:00,Business,Islamabad,Unknown Location,9.5,NOT,2016-10-10,18.0,Evening,0 days 00:40:00,no,Oct,Monday,40.0
2016-10-11 01:27:00,2016-10-11 02:08:00,Business,Unknown Location,R?walpindi,17.1,Meeting,2016-10-11,2.0,Morning,0 days 00:41:00,no,Oct,Tuesday,41.0
2016-10-12 19:18:00,2016-10-12 19:21:00,Business,R?walpindi,Unknown Location,18.4,NOT,2016-10-12,19.0,Evening,0 days 00:03:00,no,Oct,Wednesday,3.0
,,Business,Unknown Location,Islamabad,9.8,NOT,,,,,no,,,
,,Business,Islamabad,Islamabad,1.0,NOT,,,,,yes,,,
,,Business,Islamabad,Islamabad,0.7,NOT,,,,,yes,,,
,,Business,Islamabad,Islamabad,2.3,NOT,,,,,yes,,,
,,Business,Islamabad,Unknown Location,10.9,NOT,,,,,no,,,
,,Business,Unknown Location,R?walpindi,12.7,NOT,,,,,no,,,
,,Business,R?walpindi,Unknown Location,12.4,NOT,,,,,no,,,
,,Business,Unknown Location,Unknown Location,3.8,NOT,,,,,yes,,,
,,Business,Unknown Location,R?walpindi,17.0,Meeting,,,,,no,,,
,,Business,Morrisville,Morrisville,6.2,NOT,,,,,yes,,,
,,Business,Morrisville,Cary,3.1,NOT,,,,,no,,,
,,Business,Cary,Durham,10.5,Meeting,,,,,no,,,
,,Business,Durham,Morrisville,8.1,NOT,,,,,no,,,
,,Business,Morrisville,Cary,3.1,NOT,,,,,no,,,
,,Business,Whitebridge,Parkway,2.1,Meeting,,,,,no,,,
,,Business,Cary,Morrisville,4.3,NOT,,,,,no,,,
,,Business,Morrisville,Cary,2.5,Meal/Entertain,,,,,no,,,
,,Business,Cary,Raleigh,20.6,NOT,,,,,no,,,
,,Business,Raleigh,Cary,17.6,NOT,,,,,no,,,
,,Business,Cary,Apex,5.6,NOT,,,,,no,,,
,,Business,Apex,Apex,3.3,NOT,,,,,yes,,,
,,Business,Apex,Cary,5.3,NOT,,,,,no,,,
,,Business,Whitebridge,Edgehill Farms,3.3,NOT,,,,,no,,,
,,Business,Edgehill Farms,Whitebridge,3.3,NOT,,,,,no,,,
,,Business,Cary,Morrisville,7.9,Temporary Site,,,,,no,,,
,,Business,Oakland,Emeryville,13.0,NOT,,,,,no,,,
,,Business,Emeryville,Berkeley,3.0,NOT,,,,,no,,,
,,Business,Berkeley,Emeryville,3.0,NOT,,,,,no,,,
,,Business,Emeryville,Oakland,3.8,NOT,,,,,no,,,
,,Business,Oakland,San Francisco,9.5,NOT,,,,,no,,,
,,Business,SOMISSPO,French Quarter,1.7,NOT,,,,,no,,,
,,Business,San Francisco,Berkeley,10.8,NOT,,,,,no,,,
,,Business,West Berkeley,North Berkeley Hills,4.1,NOT,,,,,no,,,
,,Business,North Berkeley Hills,Southside,2.2,NOT,,,,,no,,,
,,Business,Berkeley,Emeryville,4.6,NOT,,,,,no,,,
,,Business,Emeryville,Berkeley,3.1,NOT,,,,,no,,,
,,Business,Berkeley,San Jose,47.7,NOT,,,,,no,,,
,,Business,San Jose,Emeryville,44.6,NOT,,,,,no,,,
,,Business,Emeryville,Oakland,13.2,NOT,,,,,no,,,
,,Business,Morrisville,Cary,8.7,NOT,,,,,no,,,
,,Business,Cary,Raleigh,17.2,NOT,,,,,no,,,
,,Business,Raleigh,Cary,14.0,NOT,,,,,no,,,
,,Business,Cary,Raleigh,28.1,NOT,,,,,no,,,
,,Business,Raleigh,Cary,28.2,NOT,,,,,no,,,
,,Business,Cary,Morrisville,3.1,Meal/Entertain,,,,,no,,,
,,Business,Morrisville,Cary,3.1,Customer Visit,,,,,no,,,
,,Business,Cary,Durham,16.4,NOT,,,,,no,,,
,,Business,Durham,Morrisville,15.4,NOT,,,,,no,,,
,,Business,Morrisville,Cary,2.2,NOT,,,,,no,,,
,,Business,Cary,Apex,11.2,NOT,,,,,no,,,
,,Business,Apex,Eagle Rock,2.2,NOT,,,,,no,,,
,,Business,Eagle Rock,Cary,3.6,NOT,,,,,no,,,
,,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,,,,,no,,,
,,Business,Savon Height,Parkway,4.9,NOT,,,,,no,,,
,,Business,Parkway,Whitebridge,8.7,Errand/Supplies,,,,,no,,,
,,Business,Whitebridge,Parkway,2.1,Meeting,,,,,no,,,
,,Business,Parkway,Whitebridge,2.1,NOT,,,,,no,,,
,,Business,Cary,Morrisville,8.4,Meeting,,,,,no,,,
,,Business,Morrisville,Morrisville,5.9,NOT,,,,,yes,,,
,,Business,Huntington Woods,Huntington Woods,12.1,NOT,,,,,yes,,,
,,Business,Huntington Woods,Weston,3.9,NOT,,,,,no,,,
,,Business,Morrisville,Cary,6.2,NOT,,,,,no,,,
,,Business,Cary,Durham,10.4,Meeting,,,,,no,,,
,,Business,Durham,Cary,9.9,Meeting,,,,,no,,,
,,Business,Cary,Winston Salem,107.0,Meeting,,,,,no,,,
,,Business,Winston Salem,Asheville,133.6,Meeting,,,,,no,,,
,,Business,Asheville,Topton,91.8,Meeting,,,,,no,,,
,,Business,Topton,Hayesville,40.7,Meeting,,,,,no,,,
,,Business,Hayesville,Topton,75.7,NOT,,,,,no,,,
,,Business,Topton,Bryson City,29.8,NOT,,,,,no,,,
,,Business,Bryson City,Bryson City,16.3,NOT,,,,,yes,,,
,,Business,Bryson City,Bryson City,6.5,NOT,,,,,yes,,,
,,Business,Bryson City,Bryson City,6.3,NOT,,,,,yes,,,
,,Business,Bryson City,Almond,6.6,NOT,,,,,no,,,
,,Business,Almond,Bryson City,15.2,NOT,,,,,no,,,
,,Business,Bryson City,Asheville,68.4,NOT,,,,,no,,,
,,Business,Asheville,Mebane,195.9,NOT,,,,,no,,,
,,Business,Mebane,Cary,45.2,NOT,,,,,no,,,
,,Business,Cary,Morrisville,3.2,NOT,,,,,no,,,
,,Business,Morrisville,Raleigh,10.3,NOT,,,,,no,,,
,,Business,Raleigh,Cary,13.1,NOT,,,,,no,,,
,,Business,Savon Height,Whitebridge,9.6,Errand/Supplies,,,,,no,,,
2016-11-01 11:50:00,2016-11-01 12:27:00,Business,Cary,Durham,16.5,NOT,2016-11-01,12.0,Afternoon,0 days 00:37:00,no,Nov,Tuesday,37.0
2016-11-01 16:29:00,2016-11-01 17:02:00,Business,Durham,Cary,12.8,NOT,2016-11-01,17.0,Evening,0 days 00:33:00,no,Nov,Tuesday,33.0
2016-11-01 17:35:00,2016-11-01 17:42:00,Business,Whitebridge,Whitebridge,1.2,NOT,2016-11-01,17.0,Evening,0 days 00:07:00,yes,Nov,Tuesday,7.0
2016-11-01 19:14:00,2016-11-01 19:20:00,Business,Whitebridge,Whitebridge,1.0,NOT,2016-11-01,19.0,Evening,0 days 00:06:00,yes,Nov,Tuesday,6.0
2016-11-01 19:59:00,2016-11-01 20:12:00,Business,Whitebridge,Whitebridge,4.1,NOT,2016-11-01,20.0,Night,0 days 00:13:00,yes,Nov,Tuesday,13.0
2016-11-01 20:41:00,2016-11-01 20:55:00,Business,Whitebridge,Whitebridge,4.2,Meal/Entertain,2016-11-01,20.0,Night,0 days 00:14:00,yes,Nov,Tuesday,14.0
2016-11-02 15:10:00,2016-11-02 15:18:00,Business,Whitebridge,Westpark Place,1.4,NOT,2016-11-02,15.0,Afternoon,0 days 00:08:00,no,Nov,Wednesday,8.0
2016-11-02 15:45:00,2016-11-02 15:52:00,Business,Westpark Place,Whitebridge,1.8,NOT,2016-11-02,15.0,Afternoon,0 days 00:07:00,no,Nov,Wednesday,7.0
2016-11-02 16:46:00,2016-11-02 17:11:00,Business,Cary,Morrisville,8.5,Meeting,2016-11-02,17.0,Evening,0 days 00:25:00,no,Nov,Wednesday,25.0
2016-11-02 17:34:00,2016-11-02 17:49:00,Business,Morrisville,Morrisville,5.0,NOT,2016-11-02,17.0,Evening,0 days 00:15:00,yes,Nov,Wednesday,15.0
2016-11-02 17:53:00,2016-11-02 18:00:00,Business,Morrisville,Cary,3.8,NOT,2016-11-02,18.0,Evening,0 days 00:07:00,no,Nov,Wednesday,7.0
2016-11-03 11:28:00,2016-11-03 11:34:00,Business,Whitebridge,Hazelwood,2.5,NOT,2016-11-03,11.0,Afternoon,0 days 00:06:00,no,Nov,Thursday,6.0
2016-11-03 12:43:00,2016-11-03 12:49:00,Business,Hazelwood,Whitebridge,2.4,NOT,2016-11-03,12.0,Afternoon,0 days 00:06:00,no,Nov,Thursday,6.0
2016-11-03 13:42:00,2016-11-03 13:47:00,Business,Whitebridge,Westpark Place,1.4,NOT,2016-11-03,13.0,Afternoon,0 days 00:05:00,no,Nov,Thursday,5.0
2016-11-03 14:13:00,2016-11-03 14:26:00,Business,Westpark Place,Whitebridge,1.8,NOT,2016-11-03,14.0,Afternoon,0 days 00:13:00,no,Nov,Thursday,13.0
2016-11-03 18:51:00,2016-11-03 19:08:00,Business,Cary,Morrisville,3.1,Meal/Entertain,2016-11-03,19.0,Evening,0 days 00:17:00,no,Nov,Thursday,17.0
2016-11-03 22:46:00,2016-11-03 22:58:00,Business,Morrisville,Cary,3.1,Customer Visit,2016-11-03,22.0,Night,0 days 00:12:00,no,Nov,Thursday,12.0
2016-11-04 10:02:00,2016-11-04 10:18:00,Business,Cary,Morrisville,7.9,Temporary Site,2016-11-04,10.0,Morning,0 days 00:16:00,no,Nov,Friday,16.0
2016-11-04 18:14:00,2016-11-04 18:21:00,Business,San Jose,Santa Clara,3.8,NOT,2016-11-04,18.0,Evening,0 days 00:07:00,no,Nov,Friday,7.0
2016-11-04 21:04:00,2016-11-04 21:20:00,Business,Agnew,Cory,4.3,NOT,2016-11-04,21.0,Night,0 days 00:16:00,no,Nov,Friday,16.0
2016-11-04 22:12:00,2016-11-04 22:25:00,Business,Cory,Agnew,3.9,NOT,2016-11-04,22.0,Night,0 days 00:13:00,no,Nov,Friday,13.0
2016-11-05 08:34:00,2016-11-05 08:43:00,Business,Agnew,Renaissance,2.2,NOT,2016-11-05,8.0,Morning,0 days 00:09:00,no,Nov,Saturday,9.0
2016-11-05 17:29:00,2016-11-05 17:40:00,Business,Renaissance,Agnew,2.8,NOT,2016-11-05,17.0,Evening,0 days 00:11:00,no,Nov,Saturday,11.0
2016-11-05 19:20:00,2016-11-05 19:28:00,Business,Agnew,Agnew,2.2,NOT,2016-11-05,19.0,Evening,0 days 00:08:00,yes,Nov,Saturday,8.0
2016-11-06 10:50:00,2016-11-06 11:04:00,Business,Agnew,Renaissance,2.4,NOT,2016-11-06,11.0,Afternoon,0 days 00:14:00,no,Nov,Sunday,14.0
2016-11-06 16:05:00,2016-11-06 16:22:00,Business,Renaissance,Agnew,2.8,Meeting,2016-11-06,16.0,Evening,0 days 00:17:00,no,Nov,Sunday,17.0
2016-11-06 16:27:00,2016-11-06 17:28:00,Business,Santa Clara,Berkeley,43.9,Customer Visit,2016-11-06,17.0,Evening,0 days 01:01:00,no,Nov,Sunday,61.0
2016-11-06 19:04:00,2016-11-06 19:12:00,Business,Downtown,West Berkeley,1.8,NOT,2016-11-06,19.0,Evening,0 days 00:08:00,no,Nov,Sunday,8.0
2016-11-06 20:06:00,2016-11-06 20:21:00,Business,West Berkeley,Central,3.3,NOT,2016-11-06,20.0,Night,0 days 00:15:00,no,Nov,Sunday,15.0
2016-11-07 12:28:00,2016-11-07 12:57:00,Business,Berkeley,San Francisco,11.8,Between Offices,2016-11-07,12.0,Afternoon,0 days 00:29:00,no,Nov,Monday,29.0
2016-11-07 19:17:00,2016-11-07 19:57:00,Business,San Francisco,Berkeley,13.2,Between Offices,2016-11-07,19.0,Evening,0 days 00:40:00,no,Nov,Monday,40.0
2016-11-08 10:29:00,2016-11-08 10:57:00,Business,Berkeley,San Francisco,12.2,Between Offices,2016-11-08,10.0,Morning,0 days 00:28:00,no,Nov,Tuesday,28.0
2016-11-08 12:16:00,2016-11-08 12:49:00,Business,San Francisco,Berkeley,11.3,Meeting,2016-11-08,12.0,Afternoon,0 days 00:33:00,no,Nov,Tuesday,33.0
2016-11-08 13:41:00,2016-11-08 14:01:00,Business,Berkeley,Emeryville,3.6,NOT,2016-11-08,14.0,Afternoon,0 days 00:20:00,no,Nov,Tuesday,20.0
2016-11-08 16:21:00,2016-11-08 16:34:00,Business,Emeryville,Berkeley,3.0,NOT,2016-11-08,16.0,Evening,0 days 00:13:00,no,Nov,Tuesday,13.0
2016-11-09 13:08:00,2016-11-09 13:41:00,Business,Berkeley,San Francisco,11.4,NOT,2016-11-09,13.0,Afternoon,0 days 00:33:00,no,Nov,Wednesday,33.0
2016-11-09 15:58:00,2016-11-09 16:04:00,Business,NOMA,Downtown,0.9,NOT,2016-11-09,16.0,Evening,0 days 00:06:00,no,Nov,Wednesday,6.0
2016-11-09 17:31:00,2016-11-09 18:03:00,Business,Downtown,Sunnyside,6.2,NOT,2016-11-09,18.0,Evening,0 days 00:32:00,no,Nov,Wednesday,32.0
2016-11-09 18:09:00,2016-11-09 18:14:00,Business,Sunnyside,Ingleside,0.7,NOT,2016-11-09,18.0,Evening,0 days 00:05:00,no,Nov,Wednesday,5.0
2016-11-09 18:21:00,2016-11-09 18:35:00,Business,Ingleside,Potrero Flats,5.5,Meeting,2016-11-09,18.0,Evening,0 days 00:14:00,no,Nov,Wednesday,14.0
2016-11-09 18:40:00,2016-11-09 19:17:00,Business,San Francisco,Oakland,12.7,Customer Visit,2016-11-09,19.0,Evening,0 days 00:37:00,no,Nov,Wednesday,37.0
2016-11-09 20:52:00,2016-11-09 21:02:00,Business,Oakland,Berkeley,2.6,NOT,2016-11-09,21.0,Night,0 days 00:10:00,no,Nov,Wednesday,10.0
2016-11-09 21:56:00,2016-11-09 22:02:00,Business,Central,Central,1.1,NOT,2016-11-09,22.0,Night,0 days 00:06:00,yes,Nov,Wednesday,6.0
2016-11-10 09:46:00,2016-11-10 10:15:00,Business,Berkeley,San Francisco,12.6,Temporary Site,2016-11-10,10.0,Morning,0 days 00:29:00,no,Nov,Thursday,29.0
2016-11-10 10:20:00,2016-11-10 10:31:00,Business,Tenderloin,SOMISSPO,1.2,NOT,2016-11-10,10.0,Morning,0 days 00:11:00,no,Nov,Thursday,11.0
2016-11-10 14:57:00,2016-11-10 15:07:00,Business,SOMISSPO,Tenderloin,1.1,NOT,2016-11-10,15.0,Afternoon,0 days 00:10:00,no,Nov,Thursday,10.0
2016-11-10 15:17:00,2016-11-10 15:22:00,Business,San Francisco,Oakland,9.9,Temporary Site,2016-11-10,15.0,Afternoon,0 days 00:05:00,no,Nov,Thursday,5.0
2016-11-10 15:30:00,2016-11-10 15:53:00,Business,Oakland,Berkeley,6.0,Meeting,2016-11-10,15.0,Afternoon,0 days 00:23:00,no,Nov,Thursday,23.0
2016-11-10 19:18:00,2016-11-10 19:21:00,Business,West Berkeley,Central,0.8,NOT,2016-11-10,19.0,Evening,0 days 00:03:00,no,Nov,Thursday,3.0
2016-11-11 09:35:00,2016-11-11 10:23:00,Business,Berkeley,Menlo Park,45.9,Customer Visit,2016-11-11,10.0,Morning,0 days 00:48:00,no,Nov,Friday,48.0
2016-11-11 12:58:00,2016-11-11 13:13:00,Business,Menlo Park,Palo Alto,4.0,NOT,2016-11-11,13.0,Afternoon,0 days 00:15:00,no,Nov,Friday,15.0
2016-11-11 14:20:00,2016-11-11 14:32:00,Business,Palo Alto,Menlo Park,2.5,NOT,2016-11-11,14.0,Afternoon,0 days 00:12:00,no,Nov,Friday,12.0
2016-11-11 14:39:00,2016-11-11 15:46:00,Business,Menlo Park,Berkeley,36.6,Customer Visit,2016-11-11,15.0,Afternoon,0 days 01:07:00,no,Nov,Friday,67.0
2016-11-11 18:30:00,2016-11-11 18:43:00,Business,Central,College Avenue,2.9,NOT,2016-11-11,18.0,Evening,0 days 00:13:00,no,Nov,Friday,13.0
2016-11-11 21:08:00,2016-11-11 21:18:00,Business,College Avenue,Central,2.6,NOT,2016-11-11,21.0,Night,0 days 00:10:00,no,Nov,Friday,10.0
2016-11-12 10:32:00,2016-11-12 10:52:00,Business,Central,South,2.3,NOT,2016-11-12,10.0,Morning,0 days 00:20:00,no,Nov,Saturday,20.0
2016-11-12 10:55:00,2016-11-12 11:25:00,Business,South,Downtown,6.4,NOT,2016-11-12,11.0,Afternoon,0 days 00:30:00,no,Nov,Saturday,30.0
2016-11-12 13:07:00,2016-11-12 13:15:00,Business,Downtown,Central,1.4,NOT,2016-11-12,13.0,Afternoon,0 days 00:08:00,no,Nov,Saturday,8.0
2016-11-12 13:46:00,2016-11-12 13:50:00,Business,Central,West Berkeley,0.6,NOT,2016-11-12,13.0,Afternoon,0 days 00:04:00,no,Nov,Saturday,4.0
2016-11-12 14:22:00,2016-11-12 14:53:00,Business,West Berkeley,South,5.9,Meeting,2016-11-12,14.0,Afternoon,0 days 00:31:00,no,Nov,Saturday,31.0
2016-11-12 15:14:00,2016-11-12 15:21:00,Business,South,Southwest Berkeley,0.8,NOT,2016-11-12,15.0,Afternoon,0 days 00:07:00,no,Nov,Saturday,7.0
2016-11-12 15:25:00,2016-11-12 15:36:00,Business,Berkeley,Emeryville,1.3,NOT,2016-11-12,15.0,Afternoon,0 days 00:11:00,no,Nov,Saturday,11.0
2016-11-12 15:40:00,2016-11-12 15:59:00,Business,Emeryville,Berkeley,3.7,Errand/Supplies,2016-11-12,15.0,Afternoon,0 days 00:19:00,no,Nov,Saturday,19.0
,,Business,Central,Central,2.3,NOT,,,,,yes,,,
,,Business,Central,Central,2.6,NOT,,,,,yes,,,
,,Business,Central,Southside,1.9,NOT,,,,,no,,,
,,Business,Southside,West Berkeley,2.1,NOT,,,,,no,,,
,,Business,West Berkeley,Southside,4.0,Meeting,,,,,no,,,
,,Business,Southside,South Berkeley,0.9,NOT,,,,,no,,,
,,Business,South Berkeley,Southside,0.9,NOT,,,,,no,,,
,,Business,Southside,Central,2.4,NOT,,,,,no,,,
,,Business,Central,Southside,1.9,NOT,,,,,no,,,
,,Business,Southside,Central,1.9,NOT,,,,,no,,,
,,Business,Berkeley,Mountain View,44.6,Customer Visit,,,,,no,,,
,,Business,Mountain View,Berkeley,43.6,Customer Visit,,,,,no,,,
,,Business,Berkeley,Emeryville,2.5,NOT,,,,,no,,,
,,Business,Emeryville,Berkeley,3.7,Errand/Supplies,,,,,no,,,
,,Business,Berkeley,Oakland,5.1,NOT,,,,,no,,,
,,Business,Oakland,San Francisco,9.7,Temporary Site,,,,,no,,,
,,Business,San Francisco,Berkeley,11.8,Temporary Site,,,,,no,,,
,,Business,Berkeley,El Cerrito,2.3,Temporary Site,,,,,no,,,
,,Business,El Cerrito,Berkeley,3.1,Meal/Entertain,,,,,no,,,
,,Business,Berkeley,Oakland,16.3,Customer Visit,,,,,no,,,
